EmpID,Location,Gender,Level,Date Of Joining,Overall Rating,Career Growth,Compensation and Benefits,Work-life Balance,Comments
a80b98x620,Remote,Women,Junior,06-Dec-07,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Work culture is great and there are lot of new learning opportunities. Management is supportive and HRs are humble beings.
a81b78x694,LocD,Men,Junior,05-Jul-08,Very Satisfied,Very Satisfied,Neutral,Satisfied,Very good
a80b46x657,LocD,Women,Middle,29-May-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Permanent work from home,
Manager and team is very supportive."
a80b50x661,LocD,Women,Junior,28-Dec-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Pankaj kumar prajapati
a81b91x614,LocF,Women,Junior,15-Mar-09,Very Satisfied,Satisfied,Satisfied,Satisfied,Work experience is good and iam must interesting in this work
a80b32x659,LocB,Women,Senior,01-Aug-19,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Team members and leadership members behaviour.
a81b57x602,LocE,Men,Junior,02-Oct-19,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Nothing
a82b98x699,LocF,Men,Junior,16-Jan-11,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a82b85x691,LocG,Women,Junior,22-Aug-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing till now
a81b29x618,LocG,Men,Junior,21-Oct-22,Very Satisfied,Satisfied,Neutral,Satisfied,0
a81b02x650,LocA,Men,Middle,02-May-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good Company to work with.
a81b01x666,LocB,Women,Middle,20-Oct-05,Satisfied,Satisfied,Neutral,Satisfied,"Environment, supportive  team"
a80b45x664,LocA,Women,Senior,14-Dec-08,Satisfied,Satisfied,Satisfied,Satisfied,Work culture
a80b27x644,LocE,Women,Senior,27-Oct-21,Neutral,Satisfied,Dissatisfied,Satisfied,Employee friendly
a82b15x694,Remote,Men,Junior,16-Apr-18,Very Satisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,"I never like LBS LOB(Local Business Services) at CompanyX, Please check before you join about this. Changing LOB is going to be pathetic here, Managers does not allow you, even you will be ready to quit."
a82b88x691,LocB,Men,Junior,27-Jun-05,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Work environment
a81b81x648,LocB,Women,Middle,15-Oct-07,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,No comments
a81b92x620,LocF,Men,Middle,22-Aug-08,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a80b83x672,LocD,Women,Junior,28-Apr-19,Neutral,Neutral,Neutral,Satisfied,"exposure to many domains and industries, WLB, benefits"
a81b84x681,Remote,Women,Middle,09-Apr-21,Neutral,Very Satisfied,Dissatisfied,Very Satisfied,Team support
a82b11x671,LocE,Men,Junior,08-Aug-16,Very Satisfied,Satisfied,Neutral,Satisfied,I did not like anything about CompanyX.
a81b58x643,LocD,Men,Junior,20-Mar-07,Satisfied,Neutral,Satisfied,Neutral,0
a80b60x689,LocF,Men,Middle,10-Jan-08,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Takes care of employees
a82b31x649,LocA,Men,Junior,24-May-06,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Poor compensation not matching market standards
a80b50x657,Remote,Women,Junior,24-Feb-23,Neutral,Neutral,Neutral,Neutral,Good
a81b76x611,Remote,Men,Junior,11-Jun-07,Very Satisfied,Satisfied,Neutral,Satisfied,Ethics and nature of work
a81b08x666,LocG,Women,Middle,25-Jul-06,Satisfied,Neutral,Neutral,Neutral,"Everything depends on the project you are assigned to, similar to every service based company. Increment very less, job security superb. Can be looked as a company you want to settle in, For learning and growth look for somewhere else."
a81b10x639,LocG,Men,Middle,02-Jan-20,Very Satisfied,Very Satisfied,Neutral,Satisfied,This is good company
a82b29x695,LocD,Men,Junior,10-Nov-24,Satisfied,Neutral,Neutral,Neutral,"Pay scale
Minimum growth
Long hours"
a80b75x620,LocB,Men,Middle,17-Jan-08,Very Satisfied,Satisfied,Neutral,Dissatisfied,0
a81b97x610,LocE,Men,Middle,06-Feb-08,Very Satisfied,Very Satisfied,Satisfied,Satisfied,0
a80b92x633,LocG,Women,Middle,10-Dec-18,Neutral,Neutral,Dissatisfied,Dissatisfied,"Upper Management is very good and approachable.
Learning & Certification is always encouraged."
a81b53x628,LocB,Men,Junior,14-Apr-17,Satisfied,Very Dissatisfied,Neutral,Satisfied,0
a82b88x638,LocD,Men,Junior,16-Nov-10,Satisfied,Satisfied,Neutral,Neutral,Company Culture was good in CompanyX.
a82b83x657,LocA,UD,Junior,18-Jul-08,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,0
a82b24x693,LocC,Men,Junior,01-Aug-15,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,No growth . Not a process oriented company.
a82b17x633,LocE,Women,Junior,01-Dec-17,Neutral,Satisfied,Very Dissatisfied,Satisfied,"Working in CompanyX only gives us great collegues. Initially you can learn alot but once the training period is over, u never learn anything else."
a80b76x641,LocF,Men,Junior,15-Oct-11,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,No work life balance.
a81b62x603,LocF,Men,Junior,20-Oct-22,Neutral,Very Satisfied,Dissatisfied,Very Satisfied,Financial accountant
a82b86x647,LocC,UD,Junior,22-Aug-05,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a81b97x678,LocF,Women,Junior,21-Mar-17,Dissatisfied,Very Satisfied,Satisfied,Very Satisfied,Great place to work
a81b73x675,LocB,Men,Junior,23-Feb-10,Satisfied,Satisfied,Dissatisfied,Neutral,Good
a80b60x632,LocD,Women,Junior,26-Jun-22,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No dislikes in CompanyX
a81b74x681,LocG,Men,Junior,24-Jan-10,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,I really enjoyed a lot to work in this kind of environment.
a80b12x650,LocD,Women,Middle,02-Jun-21,Satisfied,Satisfied,Neutral,Very Satisfied,Good culture and business management
a82b00x642,LocF,Men,Junior,10-Jan-12,Satisfied,Satisfied,Satisfied,Satisfied,Nothing as such
a80b48x670,LocB,Men,Middle,19-Jul-20,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Lots of Learning opportunities.
a81b58x644,LocB,Men,Junior,23-Mar-11,Satisfied,Neutral,Dissatisfied,Dissatisfied,Doesn't care about employees on the base level
a82b29x646,LocA,Men,Junior,17-Feb-16,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,0
a80b73x699,LocF,Men,Junior,12-Nov-22,Very Satisfied,Satisfied,Satisfied,Satisfied,0
a81b25x687,LocA,Men,Junior,09-Dec-09,Neutral,Neutral,Dissatisfied,Very Satisfied,Freedom on work life and working standard
a80b51x668,LocC,Women,Junior,01-Oct-17,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,"Good Work Environment, Culture. Training and Learning. Partners with all leading vendors. Rich clientele"
a81b69x621,LocC,Men,Junior,08-Nov-07,Satisfied,Very Satisfied,Neutral,Satisfied,0
a81b09x658,LocF,Women,Junior,20-May-18,Neutral,Neutral,Dissatisfied,Neutral,Nothing to say
a80b42x604,LocA,Women,Junior,23-Mar-19,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very good office nature
a80b26x674,LocF,Women,Senior,06-Jul-22,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,good working nb
a80b85x601,Remote,Women,Middle,18-Dec-18,Satisfied,Neutral,Satisfied,Satisfied,Work culture
a81b38x644,LocC,UD,Middle,16-Apr-09,Satisfied,Satisfied,Satisfied,Satisfied,work profile
a80b65x669,LocB,Men,Middle,03-Aug-13,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,There are many things.
a81b92x673,LocF,Women,Junior,27-Aug-11,Satisfied,Neutral,Dissatisfied,Satisfied,Politics in the higher management
a80b28x693,LocF,Women,Middle,11-Jun-09,Neutral,Neutral,Dissatisfied,Very Satisfied,salary is less
a82b86x675,LocG,Men,Junior,14-Apr-16,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing specific
a82b20x686,LocB,Men,Junior,06-Jun-14,Satisfied,Very Satisfied,Neutral,Satisfied,Politics
a81b28x683,LocF,Men,Junior,14-Dec-20,Neutral,Neutral,Neutral,Satisfied,Nothing
a80b78x643,LocG,Men,Junior,25-Sep-06,Satisfied,Satisfied,Neutral,Satisfied,"Compensation part, they very poor in terms of retaining good resources"
a81b75x692,LocG,Women,Junior,16-Apr-17,Satisfied,Satisfied,Neutral,Satisfied,Job security
a80b05x672,Remote,Women,Middle,09-Oct-11,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"It’s great company, I just love it , great work experience great team members managers as well it’s my dream company."
a80b25x615,Remote,Women,Junior,27-Oct-23,Satisfied,Very Satisfied,Neutral,Very Satisfied,CompanyX is a international projeCompanyB over all skill development and balancing work life company culture and  we are most satisfied.
a81b06x602,LocB,Men,Junior,23-Mar-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Lots of fun activities and perks as like Most of the other MNC.good work life balance if you are into right project
a82b94x669,LocB,Men,Junior,07-Nov-08,Neutral,Neutral,Neutral,Neutral,Good on-site opportunity
a82b05x637,LocG,Men,Junior,09-May-13,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Everything
a82b92x688,LocD,Men,Junior,21-Jan-08,Satisfied,Satisfied,Neutral,Satisfied,"Work Environment, Teammates, job security"
a82b85x661,LocG,UD,Junior,14-Aug-12,Neutral,Satisfied,Dissatisfied,Neutral,Nothing
a81b01x678,LocE,Women,Middle,27-Jan-11,Satisfied,Satisfied,Very Satisfied,Satisfied,NA (overall good place to work)
a80b22x694,LocF,Women,Senior,12-Sep-09,Satisfied,Very Satisfied,Dissatisfied,Satisfied,"As it is a CMM level 5 company ,there is lot of pros ,less cons . Company cares about its employee in all ways . That's why I worked 5 yrs .The only reason I left company is because of less salary . Salary normalization is not there w.r.t experience for old employees . Work life balance is there"
a81b39x601,LocD,Men,Junior,16-Feb-11,Satisfied,Very Satisfied,Dissatisfied,Satisfied,The salary package should be standardised as per the current market
a80b33x644,Remote,Women,Senior,25-Aug-18,Satisfied,Dissatisfied,Neutral,Dissatisfied,projeCompanyB were good for development
a82b83x648,Remote,Men,Junior,05-Dec-05,Neutral,Satisfied,Neutral,Satisfied,0
a80b12x621,LocC,Women,Middle,16-Jun-19,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Nothing
a82b82x613,LocF,Men,Junior,17-Nov-16,Satisfied,Neutral,Neutral,Neutral,Work life balance
a80b97x659,LocD,Women,Junior,25-Aug-06,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Culture and work-life balance   also will have lot of opportunities in different areas to learn new technologies.
a81b16x654,LocD,Men,Middle,06-Jun-10,Satisfied,Very Satisfied,Neutral,Satisfied,Financial growth for employees
a82b11x692,LocG,Women,Junior,26-Aug-07,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Nothing but irritated working here... The work life balance becomes a question working here... Don't know why this company exists.
a81b05x618,LocG,Women,Middle,20-Apr-13,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Everything
a81b67x633,Remote,Men,Junior,21-Mar-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,My maternity break was not extented so I have to quit my job.. My bad experience.
a80b32x698,LocF,Women,Junior,25-Jan-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent work place for everyone.. 👍
a80b75x656,LocD,Women,Middle,14-Nov-22,Satisfied,Neutral,Neutral,Neutral,"Poor project allocation 
Otherwise good"
a81b50x606,LocF,Men,Middle,15-Feb-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,yea
a81b74x612,LocD,Men,Junior,08-Oct-09,Neutral,Satisfied,Dissatisfied,Satisfied,"Good overall work atmosphere, open environment, work-life balance."
a82b02x652,Remote,Men,Junior,10-Oct-24,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Compensation...worst management . Worst manager....not supportive...not appreciative
a80b70x639,LocF,Men,Junior,06-Aug-07,Satisfied,Satisfied,Very Satisfied,Very Satisfied,They are not providing any scope for certification
a82b88x603,LocD,Men,Junior,21-Jul-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work environment
a80b22x666,LocE,Women,Middle,06-Apr-10,Very Satisfied,Very Satisfied,Satisfied,Satisfied,"Yes,it's very nice"
a82b08x678,LocD,Men,Junior,08-Feb-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a81b96x635,LocB,Men,Middle,05-Feb-09,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,"The company is open to innovation and readily adopts latest technology. I love the fact that I am a part of a team that markets reliable, high-quality produCompanyB and has a global client base. As a result, I get to travel abroad, especially to the US and Canada. But on-site travel is completely dependent on your project and client's location. Mine is a US based client and they have some offices in Toronto, hence I got a B1 Visa quickly. Another Plus Point is that my colleagues come from various cultural backgrounds, and we work happily in collaboration. I also like the employee re-hire policy here....Read More"
a80b60x697,LocF,Women,Junior,12-Mar-16,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,All are good
a81b34x630,LocC,Men,Junior,15-Mar-14,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very worst
a81b02x602,LocA,Men,Junior,22-Feb-05,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Nothing as such
a81b36x665,Remote,Men,Middle,13-Mar-19,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Compensation is low
a81b33x655,LocE,Men,Junior,30-Apr-10,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Nothing.
a81b33x601,Remote,Men,Middle,16-Mar-18,Neutral,Very Satisfied,Satisfied,Very Satisfied,0
a82b20x656,LocB,UD,Junior,11-Jun-06,Satisfied,Dissatisfied,Neutral,Neutral,0
a80b60x640,LocG,Men,Middle,09-Sep-23,Satisfied,Satisfied,Neutral,Satisfied,Job security is  good and team mates are so supportive. Good hikes in salary and providing so many benefits like mediclaim and expenses claim
a81b98x681,Remote,Men,Junior,24-Feb-19,Satisfied,Satisfied,Satisfied,Satisfied,Salary and Benefits
a81b99x622,LocA,Men,Junior,20-May-24,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Nothing much only the hike part
a80b59x678,LocG,Women,Middle,27-Jan-14,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing i like it easy worst experience here
a81b18x690,LocF,Men,Middle,11-Mar-18,Satisfied,Satisfied,Dissatisfied,Neutral,Less compensation and career growth as compared to your performance and work you do.
a82b24x663,LocE,Men,Junior,02-Jun-20,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Nothing
a80b67x687,LocD,Women,Junior,01-Feb-13,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Employee benefits, raising the issue"
a80b56x642,LocA,Women,Middle,17-Mar-12,Neutral,Satisfied,Neutral,Satisfied,Skill mandate
a81b15x680,LocE,Men,Middle,14-Jul-14,Very Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a82b17x619,LocE,Women,Junior,17-Feb-16,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,"CompanyX is the worst company, I don't like anything in the company"
a81b91x648,LocA,Women,Middle,30-Dec-21,Satisfied,Neutral,Neutral,Satisfied,Opportunities and learning
a82b11x616,LocC,Women,Junior,07-Dec-20,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Working environment  and culture
a80b93x684,LocA,Women,Senior,03-Jun-21,Satisfied,Very Satisfied,Neutral,Very Satisfied,Very good work life balance
a80b42x659,LocB,Men,Middle,26-Sep-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,APPRAISAL IS LOW COMPARED TO OTHER INDUSTRIES
a82b20x612,LocE,Men,Junior,29-Jan-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Salary, job security"
a81b65x606,LocE,Men,Junior,17-Feb-06,Neutral,Satisfied,Neutral,Satisfied,0
a81b40x622,LocE,Men,Junior,01-Nov-15,Satisfied,Satisfied,Neutral,Neutral,Appraisal and Recognition is to be taken care.
a80b44x601,LocB,Women,Senior,07-Oct-16,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good salary and benefits
a81b56x682,LocD,Men,Junior,17-Sep-15,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Good
a81b65x698,LocA,Women,Junior,09-May-08,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Everything
a81b38x633,LocG,Women,Middle,06-Jan-23,Satisfied,Satisfied,Neutral,Satisfied,Resource management can be improved
a80b92x650,LocD,Women,Senior,20-Jul-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"CompanyX is the best company in the world. 
I have a good experience in CG."
a81b49x658,LocA,Men,Middle,19-May-10,Satisfied,Very Satisfied,Satisfied,Very Satisfied,No appraisal
a82b27x663,LocD,Men,Junior,21-Mar-18,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Job Security is zero, environment is very bad, seniors dont help their juniors. Everything is bad in CompanyX."
a82b18x634,LocC,Men,Junior,11-May-06,Neutral,Neutral,Dissatisfied,Dissatisfied,All were good
a81b97x682,LocB,Men,Junior,21-Apr-17,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Nothing to say any dislike about company.
a80b79x669,LocG,Men,Junior,20-Sep-18,Neutral,Neutral,Neutral,Neutral,0
a80b88x607,Remote,Women,Senior,26-Aug-08,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Good place and flexibility
a80b55x637,Remote,Women,Junior,15-Oct-13,Neutral,Neutral,Neutral,Neutral,nothing is good about it
a81b45x655,LocC,Men,Middle,08-Dec-22,Neutral,Satisfied,Neutral,Neutral,It's good
a80b36x641,LocA,Men,Senior,14-May-14,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Is  good good company
a81b73x680,Remote,Men,Junior,27-Jul-19,Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,0
a81b10x659,LocE,Men,Junior,20-Sep-08,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a82b03x655,LocF,Men,Junior,25-Oct-14,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,The compensation mismatch. My compensation is much less than even market standards.
